productId,partNumber,brand,name,description,specifications,descriptionQuality,detailedDescription
AGIL-0100-2637,0100-2637,Agilent,"Nut and ferrule, stainless steel, 1/8 inch, for sample loop for switching valve",,{},none,
AGIL-51820558,5182-0558,Agilent,2 mL Screw Top Vial - Amber Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0558 2 ml Screw Top Vials & Caps Part Number:5182-0558 Vial pack, screw top, pre-assembled, amber vials, green caps, certified, PTFE/silicone septa, 2 mL, 100/pk.","{""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Glass Tint"": ""Amber"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Type"": ""Screw"", ""Volume"": ""2 mL"", ""Width"": ""12 mm"", ""Write-On"": ""Yes""}",high,
AGIL-51820567,5182-0567,Agilent,Polypropylene Vial Insert,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0567 Polypropylene Vials Part Number:5182-0567 Vial, crimp/snap top, polypropylene, 1 mL, 100/pk.","{""Cap Size"": ""11 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Glass Tint"": ""Clear"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Material"": ""Polypropylene"", ""Vial Type"": ""Crimp"", ""Volume"": ""1000 µL"", ""Width"": ""12 mm"", ""Write-On"": ""No""}",high,
AGIL-51820714,5182-0714,Agilent,2mL Crimp Vial Clear No Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0714 2 ml Screw Top Vials & Caps Part Number:5182-0714 Vial, screw top, 2 mL, clear, certified,100/pk.","{""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/BrukerWaters"", ""Glass Tint"": ""Clear"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Repeat Injections"": ""No"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Type"": ""Screw"", ""Volume"": ""2 mL"", ""Width"": ""12 mm"", ""Write-On"": ""No""}",high,
AGIL-51820715,5182-0715,Agilent,2mL Crimp Vial Amber No Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0715 2 mL Screw Top Vials & Caps Part Number:5182-0715 Vial, screw top, clear, write-on spot, certified, 2 mL, 100/pk.","{""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Glass Tint"": ""Clear"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Repeat Injections"": ""No"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Type"": ""Screw"", ""Volume"": ""2 mL"", ""Width"": ""12 mm"", ""Write-On"": ""Yes""}",high,
AGIL-51820716,5182-0716,Agilent,2mL Crimp Vial Clear Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0716 2 ml Screw Top Vials & Caps Part Number:5182-0716 Vial, screw top, amber, write-on spot, certified, 2 mL, 100/pk.","{""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Glass Tint"": ""Amber"", ""Height"": ""32 mm"", ""Product Type"": ""Vial"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121806"", ""Vial Dimensions"": ""32 mm x 12 mm"", ""Vial Type"": ""Screw"", ""Volume"": ""2 mL"", ""Width"": ""12 mm"", ""Write-On"": ""Yes""}",high,
AGIL-51820717,5182-0717,Agilent,2mL Crimp Vial Amber Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0717 2 ml Screw Top Vials & Caps Part Number:5182-0717 Cap, screw, blue, PTFE/red silicone septa, 100/pk.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/red silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820718,5182-0718,Agilent,2mL Crimp Vial Clear No Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0718 2 mL Screw Top Vials & Caps Part Number:5182-0718 Cap, screw, green, PTFE/red silicone, 100/pk.","{""Cap Color"": ""Green"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""No"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/red silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820719,5182-0719,Agilent,2mL Crimp Vial Amber No Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0719 2 ml Screw Top Vials & Caps Part Number:5182-0719 Cap, screw, red, PTFE/red silicone, 100/pk.","{""Cap Color"": ""Red"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""No"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/red silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820720,5182-0720,Agilent,2mL Crimp Vial Clear Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0720 2 mL Screw Top Vials & Caps Part Number:5182-0720 Cap, screw, blue, certified, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820721,5182-0721,Agilent,2mL Crimp Vial Amber Write-On,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0721 Screw Caps with Septa for Wide Opening (9 mm) Vials Part Number:5182-0721 Cap, screw, green, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""Green"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820722,5182-0722,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0722 2 ml Screw Top Vials & Caps Part Number:5182-0722 Cap, screw, red, PTFE/silicone septa, 100/pk.","{""Cap Color"": ""Red"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/silicone"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820723,5182-0723,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0723 2 mL Screw Top Vials & Caps Part Number:5182-0723 Cap, screw, blue, certified, PTFE/silicone/PTFE septa, 100/pk.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""Yes"", ""Septa Layering"": ""Tri-Layer"", ""Septa Material"": ""PTFE/silicone/PTFE"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820724,5182-0724,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0724 2 mL Screw Top Vials & Caps Part Number:5182-0724 Cap, screw, green, PTFE/silicone/PTFE septa, 100/pk.","{""Cap Color"": ""Green"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""Yes"", ""Septa Layering"": ""Tri-Layer"", ""Septa Material"": ""PTFE/silicone/PTFE"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820725,5182-0725,Agilent,9mm Screw Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0725 2 ml Screw Top Vials & Caps Part Number:5182-0725 Cap, screw, red, PTFE/silicone/PTFE septa, 100/pk.","{""Cap Color"": ""Red"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""Yes"", ""Septa Layering"": ""Tri-Layer"", ""Septa Material"": ""PTFE/silicone/PTFE"", ""Technique"": ""GCLC"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820726,5182-0726,Agilent,9mm Screw Cap,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0726 2 mL Screw Top Vials & Caps Part Number:5182-0726 Cap, screw, red, open top, no septa, 100/pk.","{""Cap Color"": ""Red"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Cap"", ""Technique"": ""GCGC & GC/MSLCLC & LC/MSSample Preparation"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820727,5182-0727,Agilent,9mm Screw Cap,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0727 2 mL Screw Top Vials & Caps Part Number:5182-0727 Cap, screw, green, open top, no septa, 100/pk.","{""Cap Color"": ""Green"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""No"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Cap"", ""Technique"": ""GCGC & GC/MSLCLC & LC/MSSample Preparation"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820728,5182-0728,Agilent,9mm Screw Cap,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0728 2 ml Screw Top Vials & Caps Part Number:5182-0728 Cap, screw, blue, certified, open top, no septa, 100/pk.","{""Cap Color"": ""Blue"", ""Cap Material"": ""Polypropylene"", ""Cap Size"": ""12 mm"", ""Certified"": ""Yes"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Cap"", ""Technique"": ""GCGC & GC/MSLCLC & LC/MSSample Preparation"", ""Thread Size"": ""9-425"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Screw""}",high,
AGIL-51820834,5182-0834,Agilent,GC Autosampler Syringe 5 µL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0834 GC Autosampler Syringes Part Number:5182-0834 ALS Syringe, 5 µL removable needle, 23/42/cone.","{""Compatibility"": ""Agilent"", ""Needle Gauge"": ""23"", ""Needle Length"": ""42 mm"", ""Needle Point Style"": ""Cone"", ""Needle Type"": ""Removable"", ""Plunger Tip Material"": ""Stainless Steel"", ""Technique"": ""GC"", ""UNSPSC Code"": ""41115714"", ""Volume"": ""5 µL""}",high,
AGIL-51820835,5182-0835,Agilent,GC Autosampler Syringe 5 µL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0835 Autosampler Syringes Part Number:5182-0835 ALS Syringe, 5 µL, removable needle, 23-26s/42/cone.","{""Compatibility"": ""Agilent"", ""Needle Gauge"": ""23-26s"", ""Needle Length"": ""42 mm"", ""Needle Point Style"": ""Cone"", ""Needle Type"": ""Removable"", ""Plunger Tip Material"": ""Stainless Steel"", ""Technique"": ""GC"", ""UNSPSC Code"": ""41115714"", ""Volume"": ""5 µL""}",high,
AGIL-51820837,5182-0837,Agilent,Headspace Vial Clear Glass 20mL Flat Bottom,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0837 Headspace Vials & Caps Part Number:5182-0837 Vial, headspace, certified, crimp, clear, flat bottom, 20 mL, 100/pk.","{""Cap Size"": ""20 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuVarian/Bruker"", ""Glass Tint"": ""Clear"", ""Height"": ""75 mm"", ""Product Type"": ""Vial"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Flat bottom"", ""Vial Dimensions"": ""75 mm x 22.75 mm"", ""Vial Type"": ""Crimp"", ""Volume"": ""20 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""No""}",high,
AGIL-51820838,5182-0838,Agilent,Headspace Vial Clear Glass 10mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0838 Headspace Vials & Caps Part Number:5182-0838 Vial, crimp top, headspace, clear, certified, flat bottom, 10 mL, 23 x 46 mm, 100/pk.","{""Cap Size"": ""20 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuVarian/Bruker"", ""Glass Tint"": ""Clear"", ""Height"": ""46 mm"", ""Product Type"": ""Vial"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Flat bottom"", ""Vial Dimensions"": ""46 mm x 22.75 mm"", ""Vial Type"": ""Crimp"", ""Volume"": ""10 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""No""}",high,
AGIL-51820839,5182-0839,Agilent,Headspace Vial with Caps & Septa Clear Glass 20mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0839 Headspace Vials & Caps Part Number:5182-0839 Vial kit, crimp top, headspace, clear, 20 mL, silver aluminum caps with safety feature, certified, flat bottom, molded PTFE/black butyl septa, 100/pk .","{""Cap Color"": ""Silver with Safety Feature"", ""Cap Material"": ""Aluminum"", ""Cap Size"": ""20 mm"", ""Certified"": ""Yes"", ""Glass Tint"": ""Clear"", ""Height"": ""75 mm"", ""Includes Septa"": ""Yes"", ""Maximum Temperature"": ""125 °C"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""PTFE/butyl"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Flat bottom"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Crimp"", ""Volume"": ""20 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""No""}",high,
AGIL-51820840,5182-0840,Agilent,Headspace Vial with Caps & Septa Clear Glass 20mL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0840 Headspace Vials & Caps Part Number:5182-0840 Vial kit, crimp top, headspace, clear, 20 mL, silver aluminum caps with safety feature, certified, flat bottom, molded PTFE/silicone septa, 100/pk.","{""Cap Color"": ""Silver with Safety Feature"", ""Cap Material"": ""Aluminum"", ""Cap Size"": ""20 mm"", ""Certified"": ""Yes"", ""Glass Tint"": ""Clear"", ""Height"": ""75 mm"", ""Includes Septa"": ""Yes"", ""Maximum Temperature"": ""180 °C"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Vials, caps & septa"", ""Septa Layering"": ""Bi-Layer"", ""Septa Material"": ""Red PTFE/silicone"", ""Technique"": ""Headspace"", ""UNSPSC Code"": ""41121806"", ""Vial Bottom"": ""Flat bottom"", ""Vial Material"": ""Glass"", ""Vial Type"": ""Crimp"", ""Volume"": ""20 mL"", ""Width"": ""22.75 mm"", ""Write-On"": ""No""}",high,
AGIL-51820871,5182-0871,Agilent,11mm Crimp Cap with Septa,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0871 2 mL Crimp Top Vials & Caps Part Number:5182-0871 Cap, crimp, silver aluminum, certified, thin PTFE septa, 11 mm, 100/pk.","{""Cap Color"": ""Silver"", ""Cap Material"": ""Aluminum"", ""Cap Size"": ""11 mm"", ""Certified"": ""Yes"", ""Compatibility"": ""AgilentPerkin ElmerShimadzuThermoVarian/Bruker"", ""Includes Septa"": ""Yes"", ""Pre-Slit Septa"": ""No"", ""Product Type"": ""Caps & septa"", ""Repeat Injections"": ""No"", ""Septa Layering"": ""Single"", ""Septa Material"": ""PTFE"", ""Technique"": ""GCLC"", ""UNSPSC Code"": ""41121800"", ""Vial Type"": ""Crimp""}",high,
AGIL-51820875,5182-0875,Agilent,GC Autosampler Syringe 5 µL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-0875 Autosampler Syringes Part Number:5182-0875 ALS Syringe, 5 µL fixed needle, 23/42/cone, 6/pk.","{""Compatibility"": ""Agilent"", ""Needle Gauge"": ""23"", ""Needle Length"": ""42 mm"", ""Needle Point Style"": ""Cone"", ""Needle Type"": ""Fixed"", ""Plunger Tip Material"": ""Stainless Steel"", ""Technique"": ""GC"", ""UNSPSC Code"": ""41115714"", ""Volume"": ""5 µL""}",high,
AGIL-51829622,5182-9622,Agilent,GC Autosampler Syringe 1 µL,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 5182-9622 Autosampler Syringes Part Number:5182-9622 ALS Syringe, 1 µL removable needle, 23/56/bevel (for Agilent 7670/71/72).","{""Compatibility"": ""Agilent"", ""Needle Gauge"": ""23"", ""Needle Length"": ""56 mm"", ""Needle Point Style"": ""Bevel"", ""Needle Type"": ""Removable"", ""Plunger Tip Material"": ""Stainless Steel"", ""Technique"": ""GC"", ""UNSPSC Code"": ""41115714"", ""Volume"": ""1 µL""}",high,
